Place,Competitor,DOB,Nationality,Score,Date,ResultScore,City
2016,Luke BABIC,22 Nov 1988,AUS,885, 07 MAY 2023,791, Sydney
2016,Luke BABIC,22 Nov 1988,AUS,885, 11 FEB 2023,772, SOPAC Warm Up Arena
2017,John KINSELLA,08 Feb 1980,IRL,885, 08 OCT 2023,813, Chicago
2017,John KINSELLA,08 Feb 1980,IRL,885, 17 APR 2023,864, Boston
2018,Taras IVANIUTA,1993,UKR,885, 09 SEP 2023,762, Bratislava
2018,Taras IVANIUTA,1993,UKR,885, 02 APR 2023,964, Bratislava
2019,Toshiaki KOBAYASHI,03 Oct 1978,JPN,885, 23 APR 2023,874, Nagano
2019,Toshiaki KOBAYASHI,03 Oct 1978,JPN,885, 05 MAR 2023,823, Tokyo
2020,Edwin VAN DE MERBEL,,NED,885, 16 APR 2023,895, Rotterdam
2020,Edwin VAN DE MERBEL,,NED,885, 12 MAR 2023,799, Den Haag
2021,Takayuki NAGAE,31 May 1972,JPN,885, 03 DEC 2023,861, Fukuoka
2021,Takayuki NAGAE,31 May 1972,JPN,885, 05 MAR 2023,792, Tokyo
2022,Ben SAVILL,03 Jun 1994,GBR,885, 03 DEC 2023,885, Valencia
2022,Ben SAVILL,03 Jun 1994,GBR,885, 31:37.98 ,821, Valencia
2023,Clement LHOTELLERIE,1986,FRA,884, 15 OCT 2023,769, Amsterdam
2023,Clement LHOTELLERIE,1986,FRA,884, 04 JUN 2023,908, Caen
2023,Clement LHOTELLERIE,1986,FRA,884, 21 MAY 2023,826, Stade Municipal Robert Sayer
2023,Clement LHOTELLERIE,1986,FRA,884, 07 MAY 2023,850, Stade Régional G. Hebert
2023,Clement LHOTELLERIE,1986,FRA,884, 26 MAR 2023,850, Houilles
2024,Julian SPENCE,07 Mar 1986,AUS,884, 17 SEP 2023,908, presented by Asics
2024,Julian SPENCE,07 Mar 1986,AUS,884, 01 JUL 2023,835, Southport
2025,Markus PLONER,07 Nov 1980,ITA,884, 05 NOV 2023,840, New York
2025,Markus PLONER,07 Nov 1980,ITA,884, 23 APR 2023,929, Hamburg
2025,Markus PLONER,07 Nov 1980,ITA,884, 05 MAR 2023,949, Roma
2026,Edgar MATIAS,,POR,884, 23 APR 2023,853, Aveiro
2027,Gerard CONNELLY,06 Aug 1997,USA,884, 03 DEC 2023,909, Sacramento
2027,Gerard CONNELLY,06 Aug 1997,USA,884, 17 JUN 2023,859, Duluth
2027,Gerard CONNELLY,06 Aug 1997,USA,884, 25 MAR 2023,905, Duluth
2027,Gerard CONNELLY,06 Aug 1997,USA,884, 25 FEB 2023,898, Duluth
2027,Gerard CONNELLY,06 Aug 1997,USA,884, 15 JAN 2023,801, Houston
2028,Davide PEREGO,1991,ITA,884, 03 DEC 2023,897, Valencia
2028,Davide PEREGO,1991,ITA,884, 17 MAY 2023,783, Pista Lino Parzani
2028,Davide PEREGO,1991,ITA,884, 05 MAR 2023,842, Roma
2028,Davide PEREGO,1991,ITA,884, 15 JAN 2023,GL, San Vittore Olona - XC 10.2km
2028,Davide PEREGO,1991,ITA,884, 06 JAN 2023,GL, San Giorgio su Legnano - XC 10.0km
2029,Wei LI,22 Jun 1989,CHN,884, 03 DEC 2023,765, Shenzhen
2029,Wei LI,22 Jun 1989,CHN,884, 22 APR 2023,874, Qingdao
2030,Xuezhe LIU,25 Sep 1992,CHN,884, 26 NOV 2023,892, Shaoxing
2030,Xuezhe LIU,25 Sep 1992,CHN,884, 09 APR 2023,874, Yangling
2031,Tsuyoshi DENNO,02 Nov 1981,JPN,884, 03 DEC 2023,881, Fukuoka
2031,Tsuyoshi DENNO,02 Nov 1981,JPN,884, 29 JAN 2023,789, Osaka Half Marathon Course
2032,Hugo FRY,,GBR,883, 29 SEP 2024,1000, Berlin
2032,Hugo FRY,,GBR,883, 11 FEB 2024,767, Barcelona
2033,Ryohei NOGE,15 Jul 2001,JPN,883, 14 OCT 2023,992, Showa Park
2034,Ryutaro YOSHII,27 Jul 1998,JPN,883, 04 MAY 2023,797, Athletics Stadium
2034,Ryutaro YOSHII,27 Jul 1998,JPN,883, 09 APR 2023,819, Niigatashi Field
2034,Ryutaro YOSHII,27 Jul 1998,JPN,883, 12 FEB 2023,928, Ishin Me-Life Stadium
2035,Kai ZHU,04 Nov 1986,CHN,883, 19 NOV 2023,E, Hefei
2035,Kai ZHU,04 Nov 1986,CHN,883, 05 NOV 2023,932, Xuzhou
2035,Kai ZHU,04 Nov 1986,CHN,883, 22 APR 2023,834, Qingdao
2036,Nikolai HARRIS,,NOR,883, 03 DEC 2023,918, Valencia
2036,Nikolai HARRIS,,NOR,883, 03 SEP 2023,808, Drammen
2037,Yusuke ASHIDA,26 Oct 2002,JPN,883, 05 FEB 2023,818, Marugame
2037,Fuguo LIU,,CHN,883, 27 AUG 2023,856, Harbin
2039,Kai WIGGINS,,USA,883, 08 OCT 2023,900, Chicago
2040,Kaoru HIGASHIDA,02 Jun 1987,JPN,883, 19 NOV 2023,892, Kobe
2040,Kaoru HIGASHIDA,02 Jun 1987,JPN,883, 26 FEB 2023,880, Osaka
2040,Kohei KASHIMA,13 Aug 1999,JPN,883, 03 DEC 2023,875, Fukuoka
2040,Kohei KASHIMA,13 Aug 1999,JPN,883, 32:18.03 ,769, Fukuoka
2042,Takeru ISHIHARA,20 Nov 1985,JPN,883, 23 APR 2023,874, Nagano
2043,Chip OHARA,31 Jan 1981,USA,883, 03 DEC 2023,877, Sacramento
2043,Chip OHARA,31 Jan 1981,USA,883, 17 APR 2023,889, Boston
2043,Chip OHARA,31 Jan 1981,USA,883, 15 JAN 2023,833, Houston
2044,Andrej HLADNIK,21 Jun 1989,CRO,883, 08 OCT 2023,840, Zagreb - Croatian Marathon Ch.
2044,Andrej HLADNIK,21 Jun 1989,CRO,883, 17 SEP 2023,783, Varaždin
2045,Augustin CABLANT,2001,FRA,882, 22 OCT 2023,798, Rennes
2046,Gansukh BAT-ERDENE,,MGL,882, 07 APR 2024,804, Daegu
2046,Gansukh BAT-ERDENE,,MGL,882, 17 MAR 2024,961, Seoul
2046,Thomas LERDALL,28 Jun 1996,USA,882, 03 DEC 2023,804, Sacramento
2046,Thomas LERDALL,28 Jun 1996,USA,882, 17 APR 2023,959, Boston
2048,Hermano FERREIRA,16 Nov 1982,POR,882, 05 NOV 2023,823, Porto
2048,Hermano FERREIRA,16 Nov 1982,POR,882, 15 OCT 2023,889, Vila Nova de Famalicão
2048,Hermano FERREIRA,16 Nov 1982,POR,882, 08 OCT 2023,863, Lisboa
2048,Hermano FERREIRA,16 Nov 1982,POR,882, 24 SEP 2023,922, Viana do Castelo
2048,Hermano FERREIRA,16 Nov 1982,POR,882, 17 SEP 2023,875, Porto
2048,Hermano FERREIRA,16 Nov 1982,POR,882, 22 JAN 2023,F, Viana do Castelo
2049,Adrian BRIZ,,ESP,882, 22 OCT 2023,826, Valencia
2050,Antonio DA SILVA,1987,BRA,882, 24 SEP 2023,930, Buenos Aires
2050,Antonio DA SILVA,1987,BRA,882, 30 JUL 2023,793, Sao Paolo
2050,Antonio DA SILVA,1987,BRA,882, 02 JUL 2023,F, Aterro do Flamengo
2050,Antonio DA SILVA,1987,BRA,882, 19 MAR 2023,912, Barcelona
2050,Michael YOUNG,02 May 1987,GBR,882, 03 DEC 2023,930, Valencia
2052,Stefan VAN DEN BROEK,16 Sep 1972,BEL,882, 19 NOV 2023,758, Nijmegen
2052,Stefan VAN DEN BROEK,16 Sep 1972,BEL,882, 16 APR 2023,929, Enschede
2052,Stefan VAN DEN BROEK,16 Sep 1972,BEL,882, 02 APR 2023,839, Brunssum
2052,Stefan VAN DEN BROEK,16 Sep 1972,BEL,882, 12 MAR 2023,854, Gent - Belgian Half Marathon Ch.
2053,Josh BADEN,10 Aug 1989,USA,882, 03 DEC 2023,841, Sacramento
2053,Josh BADEN,10 Aug 1989,USA,882, 17 JUN 2023,924, Duluth
2054,Eoin TAGGART,18 Jun 1985,IRL,882, 29 OCT 2023,858, Dublin
2054,Eoin TAGGART,18 Jun 1985,IRL,882, 23 JUL 2023,822, Phoenix Park
2054,Eoin TAGGART,18 Jun 1985,IRL,882, 20 MAY 2023,754, Dublin
2054,Eoin TAGGART,18 Jun 1985,IRL,882, 16 APR 2023,B, Dublin
2055,Melvyn BRACON,1996,FRA,882, 21 APR 2024,905, Zürich
2055,Melvyn BRACON,1996,FRA,882, 07 APR 2024,859, Paris
2056,Andrey MINYAKOV,28 Dec 1983,RUS,882, 03 AUG 2024,903, Omsk
2056,Andrey MINYAKOV,28 Dec 1983,RUS,882, 12 MAY 2024,862, Kazan
2057,Vinicio VILLA,1996,ITA,882, 19 NOV 2023,864, Verona
2057,Vinicio VILLA,1996,ITA,882, 14 MAY 2023,788, København
2057,Vinicio VILLA,1996,ITA,882, 16 APR 2023,900, Rotterdam
2057,Vinicio VILLA,1996,ITA,882, 06 JAN 2023,GL, San Giorgio su Legnano - XC 10.0km
2058,Omar MARTINEZ,,MEX,882, 10 DEC 2023,899, Monterrey
2058,Omar MARTINEZ,,MEX,882, 22 OCT 2023,865, Juárez
2058,Omar MARTINEZ,,MEX,882, 26 MAR 2023,784, Zapopán
2059,Kiriakos BEIS,05 Oct 1982,GRE,882, 12 NOV 2023,870, Athina - Greek Marathon Ch.
2059,Kiriakos BEIS,05 Oct 1982,GRE,882, 33:01.68 ,715, Athina - Greek Marathon Ch.
2059,Kiriakos BEIS,05 Oct 1982,GRE,882, 19 FEB 2023,769, Peace and Friendship Stadium
2060,Frode STENBERG,19 Jun 1986,NOR,882, 10 SEP 2023,885, Tallinn
2060,Frode STENBERG,19 Jun 1986,NOR,882, 21 MAY 2023,787, Skien
2061,Evan ELDER,22 Sep 1992,NZL,881, 25 NOV 2023,B, Ottawa - XC 10.0km
2061,Evan ELDER,22 Sep 1992,NZL,881, 07 MAY 2023,782, Vancouver
2062,Olaf VAN DEN BERGH,07 Mar 1994,NED,881, 03 DEC 2023,781, Heerenberg
2062,Olaf VAN DEN BERGH,07 Mar 1994,NED,881, 19 NOV 2023,762, Nijmegen
2062,Olaf VAN DEN BERGH,07 Mar 1994,NED,881, 19 FEB 2023,902, Sevilla
2063,Mateusz BARAN,14 Jun 1993,POL,881, 03 DEC 2023,923, Valencia
2063,Mateusz BARAN,14 Jun 1993,POL,881, 26 MAR 2023,790, Warszawa
2064,Luc SCHELLER,29 Dec 1984,LUX,881, 29 OCT 2023,876, Frankfurt - Luxembourg Marathon Championshps
2064,Luc SCHELLER,29 Dec 1984,LUX,881, 09 JUL 2023,652, Stade de Luxembourg
2064,Luc SCHELLER,29 Dec 1984,LUX,881, 07 JUL 2023,770, Stade de Luxembourg
2064,Luc SCHELLER,29 Dec 1984,LUX,881, 19 FEB 2023,760, Coque Sport Center
2064,Luc SCHELLER,29 Dec 1984,LUX,881, 07 JAN 2023,695, Coque Sport Center
2065,Mangeh MBACHA,30 Dec 1983,CMR,881, 13 MAY 2023,906, Olympiastadion
2066,Honoré GILLES,1992,BEL,881, 01 OCT 2023,807, Köln
2066,Honoré GILLES,1992,BEL,881, 26 MAR 2023,787, Venlo
2067,Martin Esteban ÑANCUCHEO,19 Jul 1987,ARG,881, 25 JUN 2023,897, Rosario
2068,Kegang LIN,,CHN,881, 05 NOV 2023,860, Xuzhou
2069,Jan HOCHSTRASSER,23 Oct 1988,SUI,881, 24 SEP 2023,899, Berlin
2070,Lucas BRUCHET,23 Feb 1991,CAN,881, 07 MAY 2023,895, Vancouver
2070,Lucas BRUCHET,23 Feb 1991,CAN,881, 12 FEB 2023,923, Vancouver
2071,Kentaro FUJIWARA,20 Sep 1990,JPN,881, 03 DEC 2023,870, Fukuoka
2071,Kentaro FUJIWARA,20 Sep 1990,JPN,881, 26 FEB 2023,912, Osaka
2071,Kentaro FUJIWARA,20 Sep 1990,JPN,881, 29 JAN 2023,783, Osaka Half Marathon Course
2072,Nikolaj BENZON,12 May 1997,DEN,880, 17 SEP 2023,848, København
2072,Nikolaj BENZON,12 May 1997,DEN,880, 14 MAY 2023,836, København
2073,Thiago DOS SANTOS,26 Sep 1999,BRA,880, 24 SEP 2023,920, Salvador
2074,Francisco Jose GARCÍA,14 Jan 1989,ESP,880, 16 APR 2023,845, Zaragoza
2075,Yohan LIDOVE,1998,FRA,880, 08 OCT 2023,883, Paris
2075,Yohan LIDOVE,1998,FRA,880, 14 MAY 2023,905, København
2075,Yohan LIDOVE,1998,FRA,880, 19 MAR 2023,831, Lille
2076,Seung-ho LEE,07 Dec 2000,KOR,880, 29 OCT 2023,857, Chuncheon
2076,Seung-ho LEE,07 Dec 2000,KOR,880, 15 OCT 2023,F, Mokpo - University
2076,Seung-ho LEE,07 Dec 2000,KOR,880, 08 SEP 2023,852, Seocheon Sports Complex
2076,Seung-ho LEE,07 Dec 2000,KOR,880, 07 MAY 2023,894, Yecheon Stadium
2076,Seung-ho LEE,07 Dec 2000,KOR,880, 09 APR 2023,863, Gunsan
2076,Seung-ho LEE,07 Dec 2000,KOR,880, 30 MAR 2023,785, Iksan Stadium
2077,Michael DESPLANQUES,04 Mar 1984,FRA,880, 17 MAR 2024,889, Roma
2077,Michael DESPLANQUES,04 Mar 1984,FRA,880, 10 MAR 2024,B, Cassino - XC 10.0km
2077,Michael DESPLANQUES,04 Mar 1984,FRA,880, 03 MAR 2024,871, Roma
2078,George DEGEN,,USA,880, 17 APR 2023,886, Boston
2078,George DEGEN,,USA,880, 04 FEB 2023,917, Boston
2078,George DEGEN,,USA,880, 27 JAN 2023,863, Boston
2079,Alberto BUENO,26 Jun 1991,ESP,880, 29 OCT 2023,GL, Centro de Arqueologia Experimental
2079,Alberto BUENO,26 Jun 1991,ESP,880, 24 SEP 2023,884, Berlin
2079,Alberto BUENO,26 Jun 1991,ESP,880, 23 APR 2023,877, Madrid
2079,Alberto BUENO,26 Jun 1991,ESP,880, 29 JAN 2023,837, Sevilla
2080,Gabriel ALVES,06 Jan 1997,BRA,880, 32:17.70 ,770, Sevilla
2080,Gabriel ALVES,06 Jan 1997,BRA,880, 04 JUN 2023,F, Porto Alegre
2081,Yuto HIGASHIMOTO,22 Jan 1988,JPN,880, 03 DEC 2023,878, Fukuoka
2081,Yuto HIGASHIMOTO,22 Jan 1988,JPN,880, 26 FEB 2023,793, Osaka
2081,Yuto HIGASHIMOTO,22 Jan 1988,JPN,880, 05 FEB 2023,868, Beppu
2082,Jose Renato SILVA,07 Dec 1992,BRA,879, 26 NOV 2023,B, Parque Ecológico Municipal Jardim Esperança
2082,Jose Renato SILVA,07 Dec 1992,BRA,879, 06 AUG 2023,756, Joao Pessoa
2083,Carlos NIETO,02 May 1984,ESP,879, 03 DEC 2023,936, Valencia
2083,Carlos NIETO,02 May 1984,ESP,879, 21 OCT 2023,E, Bilbao
2083,Carlos NIETO,02 May 1984,ESP,879, 14 MAY 2023,822, Santander
2084,Diego POLO,21 Jul 1989,ESP,879, 31 DEC 2023,764, Madrid
2084,Diego POLO,21 Jul 1989,ESP,879, 19 NOV 2023,GL, Soria - XC 8.801km
2084,Diego POLO,21 Jul 1989,ESP,879, 22 OCT 2023,788, Valencia
2084,Diego POLO,21 Jul 1989,ESP,879, 01 JUL 2023,856, Pista de Atletismo del Polideportivo Municipal de Gandia
2084,Diego POLO,21 Jul 1989,ESP,879, 17 JUN 2023,840, Estadi Olímpic Camilo Cano
2084,Diego POLO,21 Jul 1989,ESP,879, 11 MAR 2023,800, Laredo
2085,Aaron SIM,27 Oct 1989,AUS,879, 15 OCT 2023,842, Cricket Ground
2086,Mingcheng WANG,18 Aug 1998,CHN,879, 21 MAY 2023,848, Taiyuan
2086,Mingcheng WANG,18 Aug 1998,CHN,879, 09 APR 2023,905, Yangling
2087,Wenbo ZENG,,CHN,879, 10 DEC 2023,889, Guangzhou
2087,Wenbo ZENG,,CHN,879, 29 OCT 2023,869, Changde
2088,Anthonin IRAGNE,,FRA,878, 07 APR 2024,931, Milano
2088,Anthonin IRAGNE,,FRA,878, 11 FEB 2024,826, Barcelona
2089,José ESPANA,05 May 1986,ESP,878, 19 NOV 2023,GL, Soria - XC 8.801km
2089,José ESPANA,05 May 1986,ESP,878, 29 JAN 2023,B, Circuito Las Balsas
2089,José ESPANA,05 May 1986,ESP,878, 08 JAN 2023,GL, Elgoibar - XC 10.796km
2090,Timo GÖHLER,06 Feb 1990,GER,878, 08 APR 2023,855, Paderborn
2090,Timo GÖHLER,06 Feb 1990,GER,878, 02 APR 2023,838, Berlin
2090,Timo GÖHLER,06 Feb 1990,GER,878, 15 JAN 2023,831, Rudolf-Harbig-Halle
2090,Timo GÖHLER,06 Feb 1990,GER,878, 14 JAN 2023,787, Rudolf-Harbig-Halle
2091,Markus LEMP,1990,AUT,878, 08 OCT 2023,853, Salzburg
2091,Markus LEMP,1990,AUT,878, 23 APR 2023,810, Wien - Austrian Marathon Ch.
2091,Markus LEMP,1990,AUT,878, 26 MAR 2023,868, Graz - Austrian Half Marathon Ch.
2092,Leonardo CHACON,,CRC,878, 03 DEC 2023,903, Valencia
2092,Leonardo CHACON,,CRC,878, 23 APR 2023,853, Wien
2093,Jordi SECO,,ESP,878, 31 DEC 2023,769, Barcelona
2093,Jordi SECO,,ESP,878, 03 DEC 2023,902, Valencia
2094,Fan ZHOU,07 Aug 1988,USA,878, 03 DEC 2023,897, Sacramento
2094,Fan ZHOU,07 Aug 1988,USA,878, 17 APR 2023,827, Boston
2095,Honghao LI,12 Jun 1995,CHN,878, 29 OCT 2023,859, Beijing
2095,Honghao LI,12 Jun 1995,CHN,878, 02 APR 2023,977, Shijiazhuang
2096,Sang-min LEE,03 Jan 1992,KOR,878, 15 OCT 2023,F, Mokpo
2096,Sang-min LEE,03 Jan 1992,KOR,878, 24 MAY 2023,842, Yecheon Stadium
2096,Sang-min LEE,03 Jan 1992,KOR,878, 09 APR 2023,862, Gunsan
2096,Sang-min LEE,03 Jan 1992,KOR,878, 30 MAR 2023,847, Iksan Stadium
2096,Ryota IWASAKI,25 Apr 2000,JPN,878, 16 JUN 2023,888, Nagaragawa Stadium
2096,Ryota IWASAKI,25 Apr 2000,JPN,878, 05 FEB 2023,821, Marugame
2098,Wojciech KOPEĆ,30 May 1986,POL,878, 05 NOV 2023,828, New York
2098,Wojciech KOPEĆ,30 May 1986,POL,878, 08 OCT 2023,863, Chicago
2098,Wojciech KOPEĆ,30 May 1986,POL,878, 24 SEP 2023,787, Warszawa
2098,Wojciech KOPEĆ,30 May 1986,POL,878, 05 MAR 2023,822, Tokyo
2098,Jadyn ASAY,27 Jul 1994,USA,878, 03 DEC 2023,893, Sacramento
2098,Jadyn ASAY,27 Jul 1994,USA,878, 14 OCT 2023,863, Valley Cottage
2098,Jadyn ASAY,27 Jul 1994,USA,878, 17 APR 2023,845, Boston
2100,Yoshiya SAKAGAMI,18 Sep 1976,JPN,878, 03 DEC 2023,874, Fukuoka
2100,Yoshiya SAKAGAMI,18 Sep 1976,JPN,878, 23 APR 2023,825, Nagano
2101,Andre COSTA,10 Jun 1990,POR,877, 12 NOV 2023,808, Abrantes
2102,Michael DALY,07 Sep 1985,AUS,877, 26 AUG 2023,B, Stromlo Forest Park
2102,Michael DALY,07 Sep 1985,AUS,877, 01 JUL 2023,814, Southport
2102,Michael DALY,07 Sep 1985,AUS,877, 07 MAY 2023,821, Sydney
2102,Michael DALY,07 Sep 1985,AUS,877, 11 FEB 2023,785, SOPAC Warm Up Arena
2103,Geart JORRITSMA,03 May 1996,NED,877, 15 OCT 2023,936, Amsterdam
2103,Geart JORRITSMA,03 May 1996,NED,877, 01 OCT 2023,819, Breda
2104,Chiharu KUZUKUBO,29 Nov 1987,JPN,877, 03 MAR 2024,929, Tokyo
2104,Chiharu KUZUKUBO,29 Nov 1987,JPN,877, 18 FEB 2024,825, Ohme
2105,Michael DANIELCZUK,16 Sep 1994,USA,877, 03 DEC 2023,917, Sacramento
2105,Michael DANIELCZUK,16 Sep 1994,USA,877, 15 JAN 2023,910, Houston
2106,Jonathan GODFROID,1986,BEL,877, 03 DEC 2023,899, Valencia
2106,Jonathan GODFROID,1986,BEL,877, 12 AUG 2023,782, Provincial domain Huizingen
2106,Jonathan GODFROID,1986,BEL,877, 05 AUG 2023,808, Oscar van Rumst Stadion
2106,Jonathan GODFROID,1986,BEL,877, 29 JUL 2023,687, Sport Vlaanderen Brugge Julien Saelens
2106,Jonathan GODFROID,1986,BEL,877, 22 JUL 2023,821, Stedelijke Atletiekpiste
2106,Jonathan GODFROID,1986,BEL,877, 01 JUL 2023,761, Netestadion
2106,Jonathan GODFROID,1986,BEL,877, 18 MAY 2023,795, Stade Fallon
2106,Jonathan GODFROID,1986,BEL,877, 13 MAY 2023,792, Centre Sportif Communal de Bertrix
2106,Bruno LOURENÇO,20 Jan 1989,POR,877, 06 OCT 2024,899, Lisboa - Elite Event
2106,Bruno LOURENÇO,20 Jan 1989,POR,877, 22 SEP 2024,856, Lisboa
2108,Daiki OKABE,07 Aug 1998,JPN,877, 03 DEC 2023,893, Hofu
2108,Daiki OKABE,07 Aug 1998,JPN,877, 05 MAR 2023,939, Tokyo
2108,Daiki OKABE,07 Aug 1998,JPN,877, 05 FEB 2023,795, Marugame
2108,Yunfeng ZHU,18 Aug 2002,CHN,877, 22 SEP 2024,893, Hengshui
2108,Yunfeng ZHU,18 Aug 2002,CHN,877, 31 MAR 2024,861, Shijiazhuang
2110,Ananius MASILA,06 Aug 1990,RSA,877, 03 JUN 2023,865, Gqeberha
2111,Robert UNGER,1983,GER,877, 29 OCT 2023,801, Frankfurt
2111,Robert UNGER,1983,GER,877, 01 OCT 2023,867, Köln - German Marathon Ch.
2111,Robert UNGER,1983,GER,877, 19 AUG 2023,779, Helsinki
2112,Masaya ICHIGE,24 Oct 1988,JPN,877, 03 DEC 2023,872, Fukuoka
2113,Antoine RONDOT,04 Sep 1985,FRA,876, 22 OCT 2023,946, Valencia
2113,Antoine RONDOT,04 Sep 1985,FRA,876, 24 SEP 2023,876, Montbéliard
2114,Cody SEDBROOK,,USA,876, 08 OCT 2023,927, Chicago
2114,Cody SEDBROOK,,USA,876, 17 JUN 2023,825, Duluth
2115,Anders GRAHL,13 Jan 1987,SWE,876, 23 SEP 2023,A, Lidingö - XC 30.0km
2115,Anders GRAHL,13 Jan 1987,SWE,876, 07 JUL 2023,826, Scandinavian Raceway
2115,Anders GRAHL,13 Jan 1987,SWE,876, 01 JUN 2023,847, Slottsskogsvallen
2116,Gavin GLAZA,12 Aug 2000,USA,876, 03 DEC 2023,916, Sacramento
2116,Gavin GLAZA,12 Aug 2000,USA,876, 32:24.85 ,761, Sacramento
2116,Gavin GLAZA,12 Aug 2000,USA,876, 21 APR 2023,873, Sacramento
2116,Gavin GLAZA,12 Aug 2000,USA,876, 24 FEB 2023,870, Sacramento
2116,Gavin GLAZA,12 Aug 2000,USA,876, 10 FEB 2023,896, Sacramento
2117,Øyvind MOEN,,NOR,876, 19 NOV 2023,806, San Fernando de Maspalomas
2118,Simon KÜHN,1986,GER,876, 01 OCT 2023,836, Köln
2118,Simon KÜHN,1986,GER,876, 23 APR 2023,854, Hamburg
2118,Simon KÜHN,1986,GER,876, 26 MAR 2023,763, Freiburg
2119,Myron SPOOR,,NED,876, 15 OCT 2023,797, Amsterdam
2119,Myron SPOOR,,NED,876, 16 APR 2023,757, Rotterdam
2120,Hisaki YAJIMA,18 May 1981,JPN,876, 30 SEP 2023,785, Denka Big Swan Stadium
2120,Hisaki YAJIMA,18 May 1981,JPN,876, 23 APR 2023,862, Nagano
2121,Oliver LANDEO,,PER,876, 03 DEC 2023,889, Valencia
2121,Oliver LANDEO,,PER,876, 24 SEP 2023,847, Berlin
2122,Gerard GARROTE,02 Jul 1987,ESP,876, 03 DEC 2023,886, Valencia
2122,Gerard GARROTE,02 Jul 1987,ESP,876, 22 OCT 2023,782, Valencia
2122,Gerard GARROTE,02 Jul 1987,ESP,876, 19 FEB 2023,869, Sevilla
2123,Hannes PIFFKO,1984,GER,876, 24 SEP 2023,793, Berlin
2123,Hannes PIFFKO,1984,GER,876, 23 APR 2023,881, Hamburg
2124,Logan BROADBENT,,USA,876, 08 OCT 2023,879, Chicago
2124,Logan BROADBENT,,USA,876, 17 APR 2023,781, Boston
2125,Mateusz KALUZA,,POL,876, 24 SEP 2023,874, Berlin
2125,Mateusz KALUZA,,POL,876, 02 APR 2023,806, Berlin
2126,André PEREIRA,10 Aug 1995,POR,875, 10 DEC 2023,GL, Laeken Park
2126,André PEREIRA,10 Aug 1995,POR,875, 03 DEC 2023,788, Valencia
2126,André PEREIRA,10 Aug 1995,POR,875, 30 JUL 2023,930, Estádio 1o de Maio
2126,André PEREIRA,10 Aug 1995,POR,875, 29 JUL 2023,986, Estádio 1o de Maio
2126,André PEREIRA,10 Aug 1995,POR,875, 11 JUL 2023,1065, Estádio 1o de Maio
2126,André PEREIRA,10 Aug 1995,POR,875, 08 JUL 2023,1012, Estádio José Vieira de Carvalho
2126,André PEREIRA,10 Aug 1995,POR,875, 05 JUL 2023,966, Estádio 1o de Maio
2126,André PEREIRA,10 Aug 1995,POR,875, 10 JUN 2023,993, Estadio Nacional
2126,André PEREIRA,10 Aug 1995,POR,875, DNF ,D, Estadio Nacional
2126,André PEREIRA,10 Aug 1995,POR,875, 29:23.46 ,1007, Estadio Nacional
2126,André PEREIRA,10 Aug 1995,POR,875, 18 MAR 2023,B, Avis - XC 4.0km
2127,Ben FELTON,,GBR,875, 01 OCT 2023,842, Skopje
2127,Ben FELTON,,GBR,875, 05 AUG 2023,889, Scotstoun Stadium
2127,Ben FELTON,,GBR,875, 17 APR 2023,909, Boston
2128,Quentin BOUVIER,1998,FRA,875, 18 NOV 2023,865, Lille
2128,Quentin BOUVIER,1998,FRA,875, 11 JUN 2023,786, Paris
2128,Quentin BOUVIER,1998,FRA,875, 07 MAY 2023,781, Stade Régional G. Hebert
2128,Quentin BOUVIER,1998,FRA,875, 05 MAR 2023,824, Paris
2129,Aurelien RENARD,1983,FRA,875, 29 OCT 2023,900, Frankfurt
2129,Aurelien RENARD,1983,FRA,875, 24 SEP 2023,830, Montbéliard
2129,Aurelien RENARD,1983,FRA,875, 26 MAR 2023,820, Houilles - Open Event
2129,Aurelien RENARD,1983,FRA,875, 29 JAN 2023,866, Sevilla
2130,Castronuovo VINNY,,USA,875, 05 NOV 2023,859, New York
2130,Castronuovo VINNY,,USA,875, 17 APR 2023,891, Boston
2131,Stuart SPENCER,11 Nov 1982,GBR,875, 06 OCT 2024,B, 5km and Half Marathon
2131,Stuart SPENCER,11 Nov 1982,GBR,875, 18 FEB 2024,867, Sevilla
2131,Stuart SPENCER,11 Nov 1982,GBR,875, 21 JAN 2024,884, Santa Pola
2132,Johannes PELL,1993,AUT,874, 29 SEP 2024,971, Berlin
2132,Johannes PELL,1993,AUT,874, 22 JUN 2024,777, Ebensee
2133,Miko DEREJE,,ETH,874, 03 DEC 2023,955, Bangkok
2134,Niels GRØN,1986,DEN,874, 15 OCT 2023,939, Amsterdam
2134,Niels GRØN,1986,DEN,874, 17 SEP 2023,810, København
2135,Wout CROONEN,,BEL,874, 29 SEP 2024,934, Berlin
2135,Wout CROONEN,,BEL,874, 03 AUG 2024,740, Oscar van Rumst Stadion
2135,Wout CROONEN,,BEL,874, 10 MAR 2024,814, Atletiekstadium Gentbrugge
2136,Yun-sik KIM,15 Jan 2002,KOR,874, 29 OCT 2023,912, Chuncheon
2136,Yun-sik KIM,15 Jan 2002,KOR,874, 15 OCT 2023,F, Mokpo - University
2137,George SUTHON,,GBR,874, 03 DEC 2023,926, Valencia
2137,George SUTHON,,GBR,874, 01 OCT 2023,823, Cardiff
2138,Aaron BREENE,,USA,874, 05 NOV 2023,828, New York
2138,Aaron BREENE,,USA,874, 14 OCT 2023,918, Valley Cottage
